symbol,price,score,regime,direction,atr,entry_ok,market_status,timestamp,liquidity_ok,volume_spike,price_momentum,trend_strength,filter_score,volume_multiple,momentum_3d_pct,momentum_best_horizon,momentum_best_zscore,momentum_best_return_pct,momentum_bias,momentum_z_effective,momentum_z_base,momentum_z_segment,momentum_z_dynamic,momentum_liquidity_segment,momentum_dynamic_samples,momentum_baseline_window,ema_gap_pct,timeframe_aligned,alignment_ratio,momentum_confluence,momentum_ratio,is_premium_symbol,high_quality_signal,stop_loss,take_profit,position_size,risk_reward,stop_loss_percent,kelly_fraction,sentiment,onchain_metric
NVDA,177.4,2,True,False,0.701334,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.78,7.4,3,1.99,7.4,neutral,2.22,1.5,2.0,2.37,high_liquidity,3,60,3.6,False,0.67,True,1.0,True,False,175.65,181.96,1000,2.6,0.99,0.5,0.0,0.0
AMD,217.56,2,True,True,1.325592,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.99,10.95,3,1.65,10.95,neutral,2.13,1.5,2.0,2.22,high_liquidity,3,60,6.9,True,1.0,True,0.83,False,True,215.57,224.19,1000,3.33,0.91,0.5,0.0,0.0
INTC,50.36,3,True,True,0.379837,True,Varsayılan,2026-04-02 19:45,True,False,True,True,2,1.19,22.31,3,2.76,22.31,bullish,2.1,1.5,2.0,2.17,high_liquidity,3,60,20.34,True,1.0,True,0.5,False,True,49.79,52.26,1000,3.33,1.13,0.5,0.0,0.0
AVGO,314.56,1,True,False,1.560584,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.57,7.2,3,1.8,7.2,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,3.59,False,0.67,True,1.0,False,False,310.66,324.7,1000,2.6,1.24,0.5,0.0,0.0
QCOM,126.82,1,False,False,0.491258,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.51,-0.21,3,0.43,-0.21,neutral,2.11,1.5,2.0,2.18,high_liquidity,3,60,-8.92,False,0.0,True,0.67,False,False,125.59,130.01,1000,2.6,0.97,0.5,0.0,0.0
TXN,194.9,2,True,False,0.752368,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.5,4.53,3,1.08,4.53,neutral,2.32,1.5,2.0,2.53,high_liquidity,3,60,4.31,False,0.67,True,0.83,False,False,193.02,199.79,1000,2.6,0.97,0.5,0.0,0.0
MU,366.13,1,True,False,3.225453,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.87,13.81,3,1.78,13.81,neutral,2.0,1.5,2.0,1.99,high_liquidity,3,60,39.26,False,0.67,True,1.0,False,False,358.07,387.1,1000,2.6,2.2,0.5,0.0,0.0
AMAT,348.47,1,True,True,2.242731,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.56,7.85,3,1.23,7.85,neutral,2.03,1.5,2.0,2.06,high_liquidity,3,60,25.89,True,1.0,True,1.0,False,False,342.86,363.05,1000,2.6,1.61,0.5,0.0,0.0
LRCX,218.431,1,True,True,1.536361,False,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.59,9.26,3,1.4,9.26,neutral,2.02,1.5,2.0,2.04,high_liquidity,3,60,28.29,False,0.67,True,1.0,False,False,214.59,228.42,1000,2.6,1.76,0.5,0.0,0.0
KLAC,1516.77,2,True,True,10.005789,True,Varsayılan,2026-04-02 19:45,True,False,False,True,1,0.63,9.71,3,1.48,9.71,neutral,2.12,1.5,2.0,2.2,high_liquidity,3,60,19.14,True,1.0,True,1.0,False,True,1501.76,1566.8,1000,3.33,0.99,0.5,0.0,0.0
NXPI,194.54,2,False,False,0.894927,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.84,3.82,3,1.18,3.82,neutral,2.07,1.5,2.0,2.12,high_liquidity,3,60,-2.86,False,0.33,True,0.83,False,False,192.3,200.36,1000,2.6,1.15,0.5,0.0,0.0
MCHP,65.605,2,False,False,0.355417,False,Varsayılan,2026-04-02 19:45,True,False,False,False,0,0.76,9.22,3,2.12,9.22,neutral,2.31,1.5,2.0,2.51,high_liquidity,3,60,2.93,False,0.33,True,1.0,False,False,64.72,67.92,1000,2.6,1.35,0.5,0.0,0.0
